Category,Level1,Level2,Level3,Level4,Level5,Federal,,GovXFer,State,Local,Total
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.705,b,,,,0.705
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),-0.288,b,,,,-0.288
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.182,b,,,,0.182
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.156,b,,,,0.156
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.208,b,,,,0.208
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.056,b,,,,0.056
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),-0.16,b,,,,-0.16
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.062,b,,,,0.062
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),1.159,b,,,,1.159
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),-0.5,b,,,,-0.5
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),1.216,b,,,,1.216
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.259,b,,,,0.259
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.717,b,,,,0.717
#NAME?,Other Spending,Economic affairs n.e.c.,Other advancement of commerce (376),Other advancement of commerce (376),Other advancement of commerce (376),0.1,b,,,,0.1
#NAME?,Other Spending,Economic affairs n.e.c.,Sale of major assets (954),Sale of major assets (954),Sale of major assets (954),-4.035,b,,,,-4.035
#NAME?,Other Spending,Economic affairs n.e.c.,Sale of major assets (954),Sale of major assets (954),Sale of major assets (954),-0.12,b,,,,-0.12
#NAME?,Other Spending,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Other undistributed offsetting receipts (959),Other undistributed offsetting receipts (959),-0.425,b,,,,-0.425
#NAME?,Other Spending,Economic affairs n.e.c.,Other undistributed offsetting receipts (959),Other undistributed offsetting receipts (959),Other undistributed offsetting receipts (959),-0.2,b,,,,-0.2
#NAME?,Other Spending,Economic affairs n.e.c.,"Current Operations  Miscellaneous Commercial Activities, NEC (E03)","Current Operations  Miscellaneous Commercial Activities, NEC (E03)","Current Operations  Miscellaneous Commercial Activities, NEC (E03)",0,g,0,2.5,5.5,8
#NAME?,Other Spending,Economic affairs n.e.c.,"Construction  Miscellaneous Commercial Activities, NEC (F03)","Construction  Miscellaneous Commercial Activities, NEC (F03)","Construction  Miscellaneous Commercial Activities, NEC (F03)",0,g,0,0.2,0.2,0.3
#NAME?,Other Spending,Economic affairs n.e.c.,"Other Capital Outlay  Miscellaneous Commercial Activities, NEC (G03)","Other Capital Outlay  Miscellaneous Commercial Activities, NEC (G03)","Other Capital Outlay  Miscellaneous Commercial Activities, NEC (G03)",0,g,0,0,0,0.1
#NAME?,Other Spending,Waste management,Current Operations  Solid Waste Management (E81),Current Operations  Solid Waste Management (E81),Current Operations  Solid Waste Management (E81),0,g,0,2.8,24.2,26.9
#NAME?,Other Spending,Waste management,Construction  Solid Waste Management (F81),Construction  Solid Waste Management (F81),Construction  Solid Waste Management (F81),0,g,0,0.2,1.3,1.5
#NAME?,Other Spending,Waste management,Other Capital Outlay  Solid Waste Management (G81),Other Capital Outlay  Solid Waste Management (G81),Other Capital Outlay  Solid Waste Management (G81),0,g,0,0,1.1,1.2
#NAME?,Other Spending,Waste water management,Federal Intergovernmental  Sewerage (B80),Federal Intergovernmental  Sewerage (B80),Federal Intergovernmental  Sewerage (B80),0,g,-3.4,0,0,-3.4
#NAME?,Other Spending,Waste water management,Current Operations  Sewerage (E80),Current Operations  Sewerage (E80),Current Operations  Sewerage (E80),0,g,0,0.7,30.6,31.3
#NAME?,Other Spending,Waste water management,Construction  Sewerage (F80),Construction  Sewerage (F80),Construction  Sewerage (F80),0,g,0,0.9,22.6,23.5
#NAME?,Other Spending,Waste water management,Other Capital Outlay  Sewerage (G80),Other Capital Outlay  Sewerage (G80),Other Capital Outlay  Sewerage (G80),0,g,0,0,2.1,2.1
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),3.876,b,,,,3.876
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),0.812,b,,,,0.812
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),2.743,b,,,,2.743
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),1.011,b,,,,1.011
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),0.061,b,,,,0.061
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),-0.104,b,,,,-0.104
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),-1.011,b,,,,-1.011
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),0.211,b,,,,0.211
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),1.202,b,,,,1.202
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),0.106,b,,,,0.106
#NAME?,Other Spending,Pollution abatement,Pollution control and abatement (304),Pollution control and abatement (304),Pollution control and abatement (304),0.155,b,,,,0.155
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.065,b,,,,-0.065
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.377,b,,,,-0.377
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-1.732,b,,,,-1.732
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-2.184,b,,,,-2.184
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.057,b,,,,-0.057
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.057,b,,,,-0.057
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.1,b,,,,-0.1
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),1.327,b,,,,1.327
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.079,b,,,,0.079
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.096,b,,,,0.096
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.09,b,,,,0.09
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.053,b,,,,0.053
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.074,b,,,,0.074
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.991,b,,,,0.991
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.112,b,,,,0.112
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.219,b,,,,0.219
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.077,b,,,,0.077
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.174,b,,,,0.174
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.081,b,,,,0.081
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.082,b,,,,0.082
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.153,b,,,,0.153
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.849,b,,,,0.849
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.061,b,,,,0.061
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.054,b,,,,0.054
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.07,b,,,,-0.07
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.062,b,,,,-0.062
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),2.196,b,,,,2.196
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.816,b,,,,0.816
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),-0.128,b,,,,-0.128
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),3.309,b,,,,3.309
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.47,b,,,,0.47
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.331,b,,,,0.331
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.309,b,,,,0.309
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.12,b,,,,0.12
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),1.68,b,,,,1.68
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),2.383,b,,,,2.383
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.094,b,,,,0.094
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.07,b,,,,0.07
#NAME?,Other Spending,Protection of biodiversity and landscape,Conservation and land management (302),Conservation and land management (302),Conservation and land management (302),0.127,b,,,,0.127
-R&D Environmental protection,Other Spending,R&D Environmental protection,,,,0,,0,0,0,0
#NAME?,Other Spending,Environmental protection n.e.c.,,,,0,,0,0,0,0
---GSE Fees Pursuant to P.L. 112-78 Sec. 401,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-1.479,b,,,,-1.479
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-21.69,b,,,,-21.69
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),12.7,b,,,,12.7
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-0.588,b,,,,-0.588
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-0.55,b,,,,-0.55
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-0.067,b,,,,-0.067
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),0.197,b,,,,0.197
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),0.136,b,,,,0.136
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-8.188,b,,,,-8.188
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-0.152,b,,,,-0.152
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),0.052,b,,,,0.052
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),0.06,b,,,,0.06
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-0.54,b,,,,-0.54
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),0.236,b,,,,0.236
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-0.062,b,,,,-0.062
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),0.506,b,,,,0.506
#NAME?,Other Spending,Housing development,Mortgage credit (371),Mortgage credit (371),Mortgage credit (371),-0.56,b,,,,-0.56
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.209,b,,,,0.209
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.059,b,,,,0.059
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.13,b,,,,0.13
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.128,b,,,,0.128
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.104,b,,,,0.104
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.101,b,,,,0.101
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.284,b,,,,0.284
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),5.704,b,,,,5.704
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),5.548,b,,,,5.548
#NAME?,Other Spending,Community development,Community development (451),Community development (451),Community development (451),0.213,b,,,,0.213
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),-0.315,b,,,,-0.315
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),-0.07,b,,,,-0.07
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),-0.097,b,,,,-0.097
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.157,b,,,,0.157
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),1.206,b,,,,1.206
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.196,b,,,,0.196
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.1,b,,,,0.1
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.35,b,,,,0.35
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.339,b,,,,0.339
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.104,b,,,,0.104
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.063,b,,,,0.063
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.107,b,,,,0.107
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.218,b,,,,0.218
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.709,b,,,,0.709
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.075,b,,,,0.075
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.933,b,,,,0.933
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.113,b,,,,0.113
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),-0.126,b,,,,-0.126
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.065,b,,,,0.065
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.086,b,,,,0.086
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.129,b,,,,0.129
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),-0.161,b,,,,-0.161
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.06,b,,,,0.06
#NAME?,Other Spending,Community development,Area and regional development (452),Area and regional development (452),Area and regional development (452),0.444,b,,,,0.444
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.166,b,,,,0.166
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.053,b,,,,0.053
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),-0.364,b,,,,-0.364
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.115,b,,,,0.115
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),5.735,b,,,,5.735
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.761,b,,,,0.761
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.611,b,,,,0.611
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),9.349,b,,,,9.349
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.053,b,,,,0.053
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.051,b,,,,0.051
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.16,b,,,,0.16
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.399,b,,,,0.399
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.285,b,,,,0.285
#NAME?,Other Spending,Community development,Disaster relief and insurance (453),Disaster relief and insurance (453),Disaster relief and insurance (453),0.101,b,,,,0.101
#NAME?,Other Spending,Community development,Current Operations  Parking Facilities (E60),Current Operations  Parking Facilities (E60),Current Operations  Parking Facilities (E60),0,g,0,0,1.4,1.4
#NAME?,Other Spending,Community development,Construction  Parking Facilities (F60),Construction  Parking Facilities (F60),Construction  Parking Facilities (F60),0,g,0,0,0.3,0.3
#NAME?,Other Spending,Community development,Other Capital Outlay  Parking Facilities (G60),Other Capital Outlay  Parking Facilities (G60),Other Capital Outlay  Parking Facilities (G60),0,g,0,0,0.1,0.1
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),-0.128,b,,,,-0.128
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),-0.111,b,,,,-0.111
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.06,b,,,,0.06
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.06,b,,,,0.06
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.104,b,,,,0.104
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.921,b,,,,0.921
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.56,b,,,,0.56
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.123,b,,,,0.123
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),2.602,b,,,,2.602
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),1.957,b,,,,1.957
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.183,b,,,,0.183
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),1.479,b,,,,1.479
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.212,b,,,,0.212
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.11,b,,,,0.11
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.097,b,,,,0.097
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),-0.45,b,,,,-0.45
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.456,b,,,,0.456
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.839,b,,,,0.839
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.053,b,,,,0.053
#NAME?,Other Spending,Water supply,Water resources (301),Water resources (301),Water resources (301),0.164,b,,,,0.164
#NAME?,Other Spending,Water supply,Federal Intergovernmental  Water Utilities (B91),Federal Intergovernmental  Water Utilities (B91),Federal Intergovernmental  Water Utilities (B91),0,g,-1.7,0,0,-1.7
#NAME?,Other Spending,Water supply,Current Operations  Water Utilities (E91),Current Operations  Water Utilities (E91),Current Operations  Water Utilities (E91),0,g,0,0.2,39.1,39.3
#NAME?,Other Spending,Water supply,Construction  Water Utilities (F91),Construction  Water Utilities (F91),Construction  Water Utilities (F91),0,g,0,0,11.5,11.5
#NAME?,Other Spending,Water supply,Other Capital Outlay  Water Utilities (G91),Other Capital Outlay  Water Utilities (G91),Other Capital Outlay  Water Utilities (G91),0,g,0,0,2.2,2.2
#NAME?,Other Spending,Water supply,Water Utilities  Interest on Debt (I91),Water Utilities  Interest on Debt (I91),Water Utilities  Interest on Debt (I91),0,g,0,0.1,6.6,6.8
#NAME?,Other Spending,Street lighting,,,,0,,0,0,0,0
-R&D Housing and community amenities,Other Spending,R&D Housing and community amenities,,,,0,,0,0,0,0
#NAME?,Other Spending,Housing and community amenities n.e.c.,,,,0,,0,0,0,0
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),-0.172,b,,,,-0.172
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),-0.07,b,,,,-0.07
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.424,b,,,,0.424
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.059,b,,,,0.059
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.5,b,,,,0.5
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),2.276,b,,,,2.276
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.279,b,,,,0.279
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.063,b,,,,0.063
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.064,b,,,,0.064
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.081,b,,,,0.081
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.179,b,,,,0.179
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.158,b,,,,0.158
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),-0.062,b,,,,-0.062
#NAME?,Other Spending,Recreational and sporting services,Recreational resources (303),Recreational resources (303),Recreational resources (303),0.062,b,,,,0.062
#NAME?,Other Spending,Recreational and sporting services,Current Operations  Parks and Recreation (E61),Current Operations  Parks and Recreation (E61),Current Operations  Parks and Recreation (E61),0,g,0,4.2,25.6,29.7
#NAME?,Other Spending,Recreational and sporting services,Construction  Parks and Recreation (F61),Construction  Parks and Recreation (F61),Construction  Parks and Recreation (F61),0,g,0,0.7,7.5,8.3
#NAME?,Other Spending,Recreational and sporting services,Other Capital Outlay  Parks and Recreation (G61),Other Capital Outlay  Parks and Recreation (G61),Other Capital Outlay  Parks and Recreation (G61),0,g,0,0.3,2.3,2.6
#NAME?,Other Spending,Cultural services,,,,0,,0,0,0,0
#NAME?,Other Spending,Broadcasting and publishing services,,,,0,,0,0,0,0
#NAME?,Other Spending,Religious and other community services,,,,0,,0,0,0,0
"-R&D Recreation, culture and religion",Other Spending,"R&D Recreation, culture and religion",,,,0,,0,0,0,0
#NAME?,Other Spending,"Recreation, culture and religion n.e.c.",,,,0,,0,0,0,0
-R&D General public services,Other Spending,R&D General public services,,,,0,,0,0,0,0
--Deductions for offsetting receipts (809),Other Spending,General public services n.e.c.,Deductions for offsetting receipts (809),Deductions for offsetting receipts (809),Deductions for offsetting receipts (809),-1.8,b,0,0,0,-1.8
--General revenue sharing (851),Other Spending,General public services n.e.c.,General revenue sharing (851),General revenue sharing (851),General revenue sharing (851),0,,0,0,0,0
--Other general purpose fiscal assistance (852),Other Spending,General public services n.e.c.,Other general purpose fiscal assistance (852),Other general purpose fiscal assistance (852),Other general purpose fiscal assistance (852),0,,0,0,0,0
--Central Federal credit activities (871),Other Spending,General public services n.e.c.,Central Federal credit activities (871),Central Federal credit activities (871),Central Federal credit activities (871),0,,0,0,0,0
--Financial stabilization efforts (891),Other Spending,General public services n.e.c.,Financial stabilization efforts (891),Financial stabilization efforts (891),Financial stabilization efforts (891),0,,0,0,0,0
--Disaster costs (892),Other Spending,General public services n.e.c.,Disaster costs (892),Disaster costs (892),Disaster costs (892),0,,0,0,0,0
--Bipartisan economic security plan (921),Other Spending,General public services n.e.c.,Bipartisan economic security plan (921),Bipartisan economic security plan (921),Bipartisan economic security plan (921),0,b,0,0,0,0
--Allowance for anticipated supplemental (922),Other Spending,General public services n.e.c.,Allowance for anticipated supplemental (922),Allowance for anticipated supplemental (922),Allowance for anticipated supplemental (922),0,,0,0,0,0
--National emergency reserve (923),Other Spending,General public services n.e.c.,National emergency reserve (923),National emergency reserve (923),National emergency reserve (923),0,,0,0,0,0
--Spectrum relocation (924),Other Spending,General public services n.e.c.,Spectrum relocation (924),Spectrum relocation (924),Spectrum relocation (924),0,b,0,0,0,0
--Debt collection initiatives (925),Other Spending,General public services n.e.c.,Debt collection initiatives (925),Debt collection initiatives (925),Debt collection initiatives (925),1.6,b,0,0,0,1.6
